"region";"år";"statistikkvariabel";"06913: Befolkning og endringer, etter region, år og statistikkvariabel"
"K_5546 Kvænangen";"2009";"Døde";21
"K_5546 Kvænangen";"2010";"Befolkning 1. januar";1316
"K_5546 Kvænangen";"2010";"Levendefødte";8
"K_5546 Kvænangen";"2010";"Døde";22
"K_5546 Kvænangen";"2011";"Befolkning 1. januar";1294
"K_5546 Kvænangen";"2011";"Levendefødte";8
"K_5546 Kvænangen";"2011";"Døde";20
"K_5546 Kvænangen";"2012";"Befolkning 1. januar";1284
"K_5546 Kvænangen";"2012";"Levendefødte";7
"K_5546 Kvænangen";"2012";"Døde";20
"K_5546 Kvænangen";"2013";"Befolkning 1. januar";1245
"K_5546 Kvænangen";"2013";"Levendefødte";14
"K_5546 Kvænangen";"2013";"Døde";23
"K_5546 Kvænangen";"2014";"Befolkning 1. januar";1234
"K_5546 Kvænangen";"2014";"Levendefødte";11
"K_5546 Kvænangen";"2014";"Døde";19
"K_5546 Kvænangen";"2015";"Befolkning 1. januar";1226
"K_5546 Kvænangen";"2015";"Levendefødte";8
"K_5546 Kvænangen";"2015";"Døde";14
"K_5546 Kvænangen";"2016";"Befolkning 1. januar";1231
"K_5546 Kvænangen";"2016";"Levendefødte";9
"K_5546 Kvænangen";"2016";"Døde";15
"K_5546 Kvænangen";"2017";"Befolkning 1. januar";1233
"K_5546 Kvænangen";"2017";"Levendefødte";10
"K_5546 Kvænangen";"2017";"Døde";13
"K_5546 Kvænangen";"2018";"Befolkning 1. januar";1224
"K_5546 Kvænangen";"2018";"Levendefødte";7
"K_5546 Kvænangen";"2018";"Døde";19
"K_5546 Kvænangen";"2019";"Befolkning 1. januar";1202
"K_5546 Kvænangen";"2019";"Levendefødte";9
"K_5546 Kvænangen";"2019";"Døde";13
"K_5546 Kvænangen";"2020";"Befolkning 1. januar";1191
"K_5546 Kvænangen";"2020";"Levendefødte";5
"K_5546 Kvænangen";"2020";"Døde";16
"K_5546 Kvænangen";"2021";"Befolkning 1. januar";1166
"K_5546 Kvænangen";"2021";"Levendefødte";5
"K_5546 Kvænangen";"2021";"Døde";21
"K_5546 Kvænangen";"2022";"Befolkning 1. januar";1159
"K_5546 Kvænangen";"2022";"Levendefødte";11
"K_5546 Kvænangen";"2022";"Døde";18
"K_5546 Kvænangen";"2023";"Befolkning 1. januar";1118
"K_5546 Kvænangen";"2023";"Levendefødte";6
"K_5546 Kvænangen";"2023";"Døde";18
"K_5546 Kvænangen";"2024";"Befolkning 1. januar";1157
"K_5546 Kvænangen";"2024";"Levendefødte";..
"K_5546 Kvænangen";"2024";"Døde";..
"K_5601 Alta";"1951";"Befolkning 1. januar";8961
"K_5601 Alta";"1951";"Levendefødte";262
"K_5601 Alta";"1951";"Døde";70
"K_5601 Alta";"1952";"Befolkning 1. januar";9137
"K_5601 Alta";"1952";"Levendefødte";274
"K_5601 Alta";"1952";"Døde";83
"K_5601 Alta";"1953";"Befolkning 1. januar";9255
"K_5601 Alta";"1953";"Levendefødte";246
"K_5601 Alta";"1953";"Døde";78
"K_5601 Alta";"1954";"Befolkning 1. januar";9276
"K_5601 Alta";"1954";"Levendefødte";254
"K_5601 Alta";"1954";"Døde";61
"K_5601 Alta";"1955";"Befolkning 1. januar";9433
"K_5601 Alta";"1955";"Levendefødte";239
"K_5601 Alta";"1955";"Døde";78
"K_5601 Alta";"1956";"Befolkning 1. januar";9570
"K_5601 Alta";"1956";"Levendefødte";238
"K_5601 Alta";"1956";"Døde";67
"K_5601 Alta";"1957";"Befolkning 1. januar";9560
"K_5601 Alta";"1957";"Levendefødte";200
"K_5601 Alta";"1957";"Døde";68
"K_5601 Alta";"1958";"Befolkning 1. januar";9576
"K_5601 Alta";"1958";"Levendefødte";217
"K_5601 Alta";"1958";"Døde";71
"K_5601 Alta";"1959";"Befolkning 1. januar";9601
"K_5601 Alta";"1959";"Levendefødte";199
"K_5601 Alta";"1959";"Døde";76
"K_5601 Alta";"1960";"Befolkning 1. januar";9566
"K_5601 Alta";"1960";"Levendefødte";219
"K_5601 Alta";"1960";"Døde";80
"K_5601 Alta";"1961";"Befolkning 1. januar";9655
"K_5601 Alta";"1961";"Levendefødte";211
"K_5601 Alta";"1961";"Døde";76
"K_5601 Alta";"1962";"Befolkning 1. januar";9705
"K_5601 Alta";"1962";"Levendefødte";225
"K_5601 Alta";"1962";"Døde";109
"K_5601 Alta";"1963";"Befolkning 1. januar";9825
"K_5601 Alta";"1963";"Levendefødte";239
"K_5601 Alta";"1963";"Døde";87
"K_5601 Alta";"1964";"Befolkning 1. januar";9895
"K_5601 Alta";"1964";"Levendefødte";238
"K_5601 Alta";"1964";"Døde";83
"K_5601 Alta";"1965";"Befolkning 1. januar";10003
"K_5601 Alta";"1965";"Levendefødte";241
"K_5601 Alta";"1965";"Døde";93
"K_5601 Alta";"1966";"Befolkning 1. januar";10155
"K_5601 Alta";"1966";"Levendefødte";271
"K_5601 Alta";"1966";"Døde";92
"K_5601 Alta";"1967";"Befolkning 1. januar";10352
"K_5601 Alta";"1967";"Levendefødte";243
"K_5601 Alta";"1967";"Døde";87
"K_5601 Alta";"1968";"Befolkning 1. januar";10547
"K_5601 Alta";"1968";"Levendefødte";270
"K_5601 Alta";"1968";"Døde";89
"K_5601 Alta";"1969";"Befolkning 1. januar";10812
"K_5601 Alta";"1969";"Levendefødte";266
"K_5601 Alta";"1969";"Døde";94
"K_5601 Alta";"1970";"Befolkning 1. januar";10943
"K_5601 Alta";"1970";"Levendefødte";281
"K_5601 Alta";"1970";"Døde";86
"K_5601 Alta";"1971";"Befolkning 1. januar";11210
"K_5601 Alta";"1971";"Levendefødte";288
"K_5601 Alta";"1971";"Døde";103
"K_5601 Alta";"1972";"Befolkning 1. januar";11444
"K_5601 Alta";"1972";"Levendefødte";268
"K_5601 Alta";"1972";"Døde";84
"K_5601 Alta";"1973";"Befolkning 1. januar";11775
"K_5601 Alta";"1973";"Levendefødte";236
"K_5601 Alta";"1973";"Døde";108
"K_5601 Alta";"1974";"Befolkning 1. januar";11926
"K_5601 Alta";"1974";"Levendefødte";249
"K_5601 Alta";"1974";"Døde";94
"K_5601 Alta";"1975";"Befolkning 1. januar";12081
"K_5601 Alta";"1975";"Levendefødte";199
"K_5601 Alta";"1975";"Døde";110
"K_5601 Alta";"1976";"Befolkning 1. januar";12374
"K_5601 Alta";"1976";"Levendefødte";195
"K_5601 Alta";"1976";"Døde";95
"K_5601 Alta";"1977";"Befolkning 1. januar";12579
"K_5601 Alta";"1977";"Levendefødte";161
"K_5601 Alta";"1977";"Døde";97
"K_5601 Alta";"1978";"Befolkning 1. januar";12792
"K_5601 Alta";"1978";"Levendefødte";182
"K_5601 Alta";"1978";"Døde";106
"K_5601 Alta";"1979";"Befolkning 1. januar";12993
"K_5601 Alta";"1979";"Levendefødte";182
"K_5601 Alta";"1979";"Døde";86
"K_5601 Alta";"1980";"Befolkning 1. januar";13219
"K_5601 Alta";"1980";"Levendefødte";223
"K_5601 Alta";"1980";"Døde";89
"K_5601 Alta";"1981";"Befolkning 1. januar";13398
"K_5601 Alta";"1981";"Levendefødte";217
"K_5601 Alta";"1981";"Døde";106
"K_5601 Alta";"1982";"Befolkning 1. januar";13551
"K_5601 Alta";"1982";"Levendefødte";223
"K_5601 Alta";"1982";"Døde";88
"K_5601 Alta";"1983";"Befolkning 1. januar";13693
"K_5601 Alta";"1983";"Levendefødte";195
"K_5601 Alta";"1983";"Døde";106
"K_5601 Alta";"1984";"Befolkning 1. januar";13777
"K_5601 Alta";"1984";"Levendefødte";225
"K_5601 Alta";"1984";"Døde";83
"K_5601 Alta";"1985";"Befolkning 1. januar";13928
"K_5601 Alta";"1985";"Levendefødte";213
"K_5601 Alta";"1985";"Døde";109
"K_5601 Alta";"1986";"Befolkning 1. januar";14000
"K_5601 Alta";"1986";"Levendefødte";217
"K_5601 Alta";"1986";"Døde";120
"K_5601 Alta";"1987";"Befolkning 1. januar";14122
"K_5601 Alta";"1987";"Levendefødte";245
"K_5601 Alta";"1987";"Døde";120
"K_5601 Alta";"1988";"Befolkning 1. januar";14367
"K_5601 Alta";"1988";"Levendefødte";253
"K_5601 Alta";"1988";"Døde";121
"K_5601 Alta";"1989";"Befolkning 1. januar";14589
"K_5601 Alta";"1989";"Levendefødte";278
"K_5601 Alta";"1989";"Døde";130
"K_5601 Alta";"1990";"Befolkning 1. januar";14857
"K_5601 Alta";"1990";"Levendefødte";281
"K_5601 Alta";"1990";"Døde";116
"K_5601 Alta";"1991";"Befolkning 1. januar";15223
"K_5601 Alta";"1991";"Levendefødte";279
"K_5601 Alta";"1991";"Døde";110
"K_5601 Alta";"1992";"Befolkning 1. januar";15492
"K_5601 Alta";"1992";"Levendefødte";282
"K_5601 Alta";"1992";"Døde";111
"K_5601 Alta";"1993";"Befolkning 1. januar";15838
"K_5601 Alta";"1993";"Levendefødte";304
"K_5601 Alta";"1993";"Døde";111
"K_5601 Alta";"1994";"Befolkning 1. januar";16085
"K_5601 Alta";"1994";"Levendefødte";297
"K_5601 Alta";"1994";"Døde";116
"K_5601 Alta";"1995";"Befolkning 1. januar";16338
"K_5601 Alta";"1995";"Levendefødte";309
"K_5601 Alta";"1995";"Døde";112
"K_5601 Alta";"1996";"Befolkning 1. januar";16426
"K_5601 Alta";"1996";"Levendefødte";306
"K_5601 Alta";"1996";"Døde";99
"K_5601 Alta";"1997";"Befolkning 1. januar";16417
"K_5601 Alta";"1997";"Levendefødte";334
"K_5601 Alta";"1997";"Døde";102
"K_5601 Alta";"1998";"Befolkning 1. januar";16537
"K_5601 Alta";"1998";"Levendefødte";296
"K_5601 Alta";"1998";"Døde";104
"K_5601 Alta";"1999";"Befolkning 1. januar";16526
"K_5601 Alta";"1999";"Levendefødte";313
"K_5601 Alta";"1999";"Døde";108
"K_5601 Alta";"2000";"Befolkning 1. januar";16837
"K_5601 Alta";"2000";"Levendefødte";298
"K_5601 Alta";"2000";"Døde";89
"K_5601 Alta";"2001";"Befolkning 1. januar";17079
"K_5601 Alta";"2001";"Levendefødte";271
"K_5601 Alta";"2001";"Døde";133
"K_5601 Alta";"2002";"Befolkning 1. januar";17159
"K_5601 Alta";"2002";"Levendefødte";308
"K_5601 Alta";"2002";"Døde";115
"K_5601 Alta";"2003";"Befolkning 1. januar";17359
"K_5601 Alta";"2003";"Levendefødte";244
"K_5601 Alta";"2003";"Døde";99
"K_5601 Alta";"2004";"Befolkning 1. januar";17440
"K_5601 Alta";"2004";"Levendefødte";244
"K_5601 Alta";"2004";"Døde";106
"K_5601 Alta";"2005";"Befolkning 1. januar";17628
"K_5601 Alta";"2005";"Levendefødte";250
"K_5601 Alta";"2005";"Døde";107
"K_5601 Alta";"2006";"Befolkning 1. januar";17889
"K_5601 Alta";"2006";"Levendefødte";287
"K_5601 Alta";"2006";"Døde";117
"K_5601 Alta";"2007";"Befolkning 1. januar";18090
"K_5601 Alta";"2007";"Levendefødte";245
"K_5601 Alta";"2007";"Døde";90
"K_5601 Alta";"2008";"Befolkning 1. januar";18272
"K_5601 Alta";"2008";"Levendefødte";267
"K_5601 Alta";"2008";"Døde";111
"K_5601 Alta";"2009";"Befolkning 1. januar";18488
"K_5601 Alta";"2009";"Levendefødte";275
"K_5601 Alta";"2009";"Døde";116
"K_5601 Alta";"2010";"Befolkning 1. januar";18680
"K_5601 Alta";"2010";"Levendefødte";279
"K_5601 Alta";"2010";"Døde";110
"K_5601 Alta";"2011";"Befolkning 1. januar";19071
"K_5601 Alta";"2011";"Levendefødte";279
"K_5601 Alta";"2011";"Døde";116
"K_5601 Alta";"2012";"Befolkning 1. januar";19282
"K_5601 Alta";"2012";"Levendefødte";272
"K_5601 Alta";"2012";"Døde";121
"K_5601 Alta";"2013";"Befolkning 1. januar";19646
"K_5601 Alta";"2013";"Levendefødte";280
"K_5601 Alta";"2013";"Døde";113
"K_5601 Alta";"2014";"Befolkning 1. januar";19822
"K_5601 Alta";"2014";"Levendefødte";240
"K_5601 Alta";"2014";"Døde";134
"K_5601 Alta";"2015";"Befolkning 1. januar";19898
"K_5601 Alta";"2015";"Levendefødte";249
"K_5601 Alta";"2015";"Døde";108
"K_5601 Alta";"2016";"Befolkning 1. januar";20097
"K_5601 Alta";"2016";"Levendefødte";273
"K_5601 Alta";"2016";"Døde";121
"K_5601 Alta";"2017";"Befolkning 1. januar";20446
"K_5601 Alta";"2017";"Levendefødte";248
"K_5601 Alta";"2017";"Døde";147
"K_5601 Alta";"2018";"Befolkning 1. januar";20635
"K_5601 Alta";"2018";"Levendefødte";221
"K_5601 Alta";"2018";"Døde";137
"K_5601 Alta";"2019";"Befolkning 1. januar";20665
"K_5601 Alta";"2019";"Levendefødte";229
"K_5601 Alta";"2019";"Døde";138
"K_5601 Alta";"2020";"Befolkning 1. januar";20789
"K_5601 Alta";"2020";"Levendefødte";251
"K_5601 Alta";"2020";"Døde";132
"K_5601 Alta";"2021";"Befolkning 1. januar";20847
"K_5601 Alta";"2021";"Levendefødte";284
"K_5601 Alta";"2021";"Døde";146
"K_5601 Alta";"2022";"Befolkning 1. januar";21144
"K_5601 Alta";"2022";"Levendefødte";239
"K_5601 Alta";"2022";"Døde";152
"K_5601 Alta";"2023";"Befolkning 1. januar";21317
"K_5601 Alta";"2023";"Levendefødte";246
"K_5601 Alta";"2023";"Døde";124
"K_5601 Alta";"2024";"Befolkning 1. januar";21708
"K_5601 Alta";"2024";"Levendefødte";..
"K_5601 Alta";"2024";"Døde";..
"K_5603 Hammerfest - Hámmerfeasta";"1951";"Befolkning 1. januar";8093
"K_5603 Hammerfest - Hámmerfeasta";"1951";"Levendefødte";223
"K_5603 Hammerfest - Hámmerfeasta";"1951";"Døde";64
"K_5603 Hammerfest - Hámmerfeasta";"1952";"Befolkning 1. januar";8256
"K_5603 Hammerfest - Hámmerfeasta";"1952";"Levendefødte";204
"K_5603 Hammerfest - Hámmerfeasta";"1952";"Døde";68
"K_5603 Hammerfest - Hámmerfeasta";"1953";"Befolkning 1. januar";8394
"K_5603 Hammerfest - Hámmerfeasta";"1953";"Levendefødte";203
"K_5603 Hammerfest - Hámmerfeasta";"1953";"Døde";57
"K_5603 Hammerfest - Hámmerfeasta";"1954";"Befolkning 1. januar";8569
"K_5603 Hammerfest - Hámmerfeasta";"1954";"Levendefødte";232
"K_5603 Hammerfest - Hámmerfeasta";"1954";"Døde";62
"K_5603 Hammerfest - Hámmerfeasta";"1955";"Befolkning 1. januar";8756
"K_5603 Hammerfest - Hámmerfeasta";"1955";"Levendefødte";230
"K_5603 Hammerfest - Hámmerfeasta";"1955";"Døde";67
"K_5603 Hammerfest - Hámmerfeasta";"1956";"Befolkning 1. januar";9069
"K_5603 Hammerfest - Hámmerfeasta";"1956";"Levendefødte";228
"K_5603 Hammerfest - Hámmerfeasta";"1956";"Døde";83
"K_5603 Hammerfest - Hámmerfeasta";"1957";"Befolkning 1. januar";9263
"K_5603 Hammerfest - Hámmerfeasta";"1957";"Levendefødte";209
"K_5603 Hammerfest - Hámmerfeasta";"1957";"Døde";64
"K_5603 Hammerfest - Hámmerfeasta";"1958";"Befolkning 1. januar";9366
"K_5603 Hammerfest - Hámmerfeasta";"1958";"Levendefødte";193
"K_5603 Hammerfest - Hámmerfeasta";"1958";"Døde";55
"K_5603 Hammerfest - Hámmerfeasta";"1959";"Befolkning 1. januar";9550
"K_5603 Hammerfest - Hámmerfeasta";"1959";"Levendefødte";209
"K_5603 Hammerfest - Hámmerfeasta";"1959";"Døde";77
"K_5603 Hammerfest - Hámmerfeasta";"1960";"Befolkning 1. januar";9728
"K_5603 Hammerfest - Hámmerfeasta";"1960";"Levendefødte";233
"K_5603 Hammerfest - Hámmerfeasta";"1960";"Døde";66
"K_5603 Hammerfest - Hámmerfeasta";"1961";"Befolkning 1. januar";9932
"K_5603 Hammerfest - Hámmerfeasta";"1961";"Levendefødte";241
"K_5603 Hammerfest - Hámmerfeasta";"1961";"Døde";76
"K_5603 Hammerfest - Hámmerfeasta";"1962";"Befolkning 1. januar";10074
"K_5603 Hammerfest - Hámmerfeasta";"1962";"Levendefødte";255
"K_5603 Hammerfest - Hámmerfeasta";"1962";"Døde";71
"K_5603 Hammerfest - Hámmerfeasta";"1963";"Befolkning 1. januar";10256
"K_5603 Hammerfest - Hámmerfeasta";"1963";"Levendefødte";252
"K_5603 Hammerfest - Hámmerfeasta";"1963";"Døde";97
"K_5603 Hammerfest - Hámmerfeasta";"1964";"Befolkning 1. januar";10451
"K_5603 Hammerfest - Hámmerfeasta";"1964";"Levendefødte";260
"K_5603 Hammerfest - Hámmerfeasta";"1964";"Døde";82
"K_5603 Hammerfest - Hámmerfeasta";"1965";"Befolkning 1. januar";10644
"K_5603 Hammerfest - Hámmerfeasta";"1965";"Levendefødte";275
"K_5603 Hammerfest - Hámmerfeasta";"1965";"Døde";66
"K_5603 Hammerfest - Hámmerfeasta";"1966";"Befolkning 1. januar";10644
"K_5603 Hammerfest - Hámmerfeasta";"1966";"Levendefødte";294
"K_5603 Hammerfest - Hámmerfeasta";"1966";"Døde";74
"K_5603 Hammerfest - Hámmerfeasta";"1967";"Befolkning 1. januar";10966
"K_5603 Hammerfest - Hámmerfeasta";"1967";"Levendefødte";283
"K_5603 Hammerfest - Hámmerfeasta";"1967";"Døde";80
"K_5603 Hammerfest - Hámmerfeasta";"1968";"Befolkning 1. januar";11174
"K_5603 Hammerfest - Hámmerfeasta";"1968";"Levendefødte";294
"K_5603 Hammerfest - Hámmerfeasta";"1968";"Døde";86
"K_5603 Hammerfest - Hámmerfeasta";"1969";"Befolkning 1. januar";11154
"K_5603 Hammerfest - Hámmerfeasta";"1969";"Levendefødte";258
"K_5603 Hammerfest - Hámmerfeasta";"1969";"Døde";101
"K_5603 Hammerfest - Hámmerfeasta";"1970";"Befolkning 1. januar";11073
"K_5603 Hammerfest - Hámmerfeasta";"1970";"Levendefødte";267
"K_5603 Hammerfest - Hámmerfeasta";"1970";"Døde";86
"K_5603 Hammerfest - Hámmerfeasta";"1971";"Befolkning 1. januar";11143
"K_5603 Hammerfest - Hámmerfeasta";"1971";"Levendefødte";288
"K_5603 Hammerfest - Hámmerfeasta";"1971";"Døde";79
"K_5603 Hammerfest - Hámmerfeasta";"1972";"Befolkning 1. januar";11164
"K_5603 Hammerfest - Hámmerfeasta";"1972";"Levendefødte";265
"K_5603 Hammerfest - Hámmerfeasta";"1972";"Døde";87
"K_5603 Hammerfest - Hámmerfeasta";"1973";"Befolkning 1. januar";11373
"K_5603 Hammerfest - Hámmerfeasta";"1973";"Levendefødte";240
"K_5603 Hammerfest - Hámmerfeasta";"1973";"Døde";80
"K_5603 Hammerfest - Hámmerfeasta";"1974";"Befolkning 1. januar";11548
"K_5603 Hammerfest - Hámmerfeasta";"1974";"Levendefødte";231
"K_5603 Hammerfest - Hámmerfeasta";"1974";"Døde";83
"K_5603 Hammerfest - Hámmerfeasta";"1975";"Befolkning 1. januar";11697
"K_5603 Hammerfest - Hámmerfeasta";"1975";"Levendefødte";186
"K_5603 Hammerfest - Hámmerfeasta";"1975";"Døde";106
"K_5603 Hammerfest - Hámmerfeasta";"1976";"Befolkning 1. januar";11617
"K_5603 Hammerfest - Hámmerfeasta";"1976";"Levendefødte";191
"K_5603 Hammerfest - Hámmerfeasta";"1976";"Døde";100
"K_5603 Hammerfest - Hámmerfeasta";"1977";"Befolkning 1. januar";11432
"K_5603 Hammerfest - Hámmerfeasta";"1977";"Levendefødte";169
"K_5603 Hammerfest - Hámmerfeasta";"1977";"Døde";97
"K_5603 Hammerfest - Hámmerfeasta";"1978";"Befolkning 1. januar";11335
"K_5603 Hammerfest - Hámmerfeasta";"1978";"Levendefødte";182
"K_5603 Hammerfest - Hámmerfeasta";"1978";"Døde";74
"K_5603 Hammerfest - Hámmerfeasta";"1979";"Befolkning 1. januar";11367
"K_5603 Hammerfest - Hámmerfeasta";"1979";"Levendefødte";152
"K_5603 Hammerfest - Hámmerfeasta";"1979";"Døde";73
"K_5603 Hammerfest - Hámmerfeasta";"1980";"Befolkning 1. januar";11359
"K_5603 Hammerfest - Hámmerfeasta";"1980";"Levendefødte";149
"K_5603 Hammerfest - Hámmerfeasta";"1980";"Døde";87
"K_5603 Hammerfest - Hámmerfeasta";"1981";"Befolkning 1. januar";11370
"K_5603 Hammerfest - Hámmerfeasta";"1981";"Levendefødte";144
"K_5603 Hammerfest - Hámmerfeasta";"1981";"Døde";90
"K_5603 Hammerfest - Hámmerfeasta";"1982";"Befolkning 1. januar";11278
"K_5603 Hammerfest - Hámmerfeasta";"1982";"Levendefødte";142
"K_5603 Hammerfest - Hámmerfeasta";"1982";"Døde";92
"K_5603 Hammerfest - Hámmerfeasta";"1983";"Befolkning 1. januar";11132
"K_5603 Hammerfest - Hámmerfeasta";"1983";"Levendefødte";160
"K_5603 Hammerfest - Hámmerfeasta";"1983";"Døde";93
"K_5603 Hammerfest - Hámmerfeasta";"1984";"Befolkning 1. januar";11098
"K_5603 Hammerfest - Hámmerfeasta";"1984";"Levendefødte";152
"K_5603 Hammerfest - Hámmerfeasta";"1984";"Døde";93
"K_5603 Hammerfest - Hámmerfeasta";"1985";"Befolkning 1. januar";10971
"K_5603 Hammerfest - Hámmerfeasta";"1985";"Levendefødte";165
"K_5603 Hammerfest - Hámmerfeasta";"1985";"Døde";77
"K_5603 Hammerfest - Hámmerfeasta";"1986";"Befolkning 1. januar";10911
"K_5603 Hammerfest - Hámmerfeasta";"1986";"Levendefødte";144
"K_5603 Hammerfest - Hámmerfeasta";"1986";"Døde";89
"K_5603 Hammerfest - Hámmerfeasta";"1987";"Befolkning 1. januar";10781
"K_5603 Hammerfest - Hámmerfeasta";"1987";"Levendefødte";139
"K_5603 Hammerfest - Hámmerfeasta";"1987";"Døde";94
"K_5603 Hammerfest - Hámmerfeasta";"1988";"Befolkning 1. januar";10657
"K_5603 Hammerfest - Hámmerfeasta";"1988";"Levendefødte";166
"K_5603 Hammerfest - Hámmerfeasta";"1988";"Døde";92
"K_5603 Hammerfest - Hámmerfeasta";"1989";"Befolkning 1. januar";10646
"K_5603 Hammerfest - Hámmerfeasta";"1989";"Levendefødte";181
"K_5603 Hammerfest - Hámmerfeasta";"1989";"Døde";84
"K_5603 Hammerfest - Hámmerfeasta";"1990";"Befolkning 1. januar";10634
"K_5603 Hammerfest - Hámmerfeasta";"1990";"Levendefødte";169
"K_5603 Hammerfest - Hámmerfeasta";"1990";"Døde";90
"K_5603 Hammerfest - Hámmerfeasta";"1991";"Befolkning 1. januar";10610
"K_5603 Hammerfest - Hámmerfeasta";"1991";"Levendefødte";182
"K_5603 Hammerfest - Hámmerfeasta";"1991";"Døde";103
"K_5603 Hammerfest - Hámmerfeasta";"1992";"Befolkning 1. januar";10724
"K_5603 Hammerfest - Hámmerfeasta";"1992";"Levendefødte";185
"K_5603 Hammerfest - Hámmerfeasta";"1992";"Døde";104
"K_5603 Hammerfest - Hámmerfeasta";"1993";"Befolkning 1. januar";10747
"K_5603 Hammerfest - Hámmerfeasta";"1993";"Levendefødte";183
"K_5603 Hammerfest - Hámmerfeasta";"1993";"Døde";88
"K_5603 Hammerfest - Hámmerfeasta";"1994";"Befolkning 1. januar";10822
"K_5603 Hammerfest - Hámmerfeasta";"1994";"Levendefødte";171
"K_5603 Hammerfest - Hámmerfeasta";"1994";"Døde";99
"K_5603 Hammerfest - Hámmerfeasta";"1995";"Befolkning 1. januar";10819
"K_5603 Hammerfest - Hámmerfeasta";"1995";"Levendefødte";178
"K_5603 Hammerfest - Hámmerfeasta";"1995";"Døde";100
"K_5603 Hammerfest - Hámmerfeasta";"1996";"Befolkning 1. januar";10742
"K_5603 Hammerfest - Hámmerfeasta";"1996";"Levendefødte";155
"K_5603 Hammerfest - Hámmerfeasta";"1996";"Døde";95
"K_5603 Hammerfest - Hámmerfeasta";"1997";"Befolkning 1. januar";10552
"K_5603 Hammerfest - Hámmerfeasta";"1997";"Levendefødte";141
"K_5603 Hammerfest - Hámmerfeasta";"1997";"Døde";85
"K_5603 Hammerfest - Hámmerfeasta";"1998";"Befolkning 1. januar";10364
"K_5603 Hammerfest - Hámmerfeasta";"1998";"Levendefødte";123
"K_5603 Hammerfest - Hámmerfeasta";"1998";"Døde";99
"K_5603 Hammerfest - Hámmerfeasta";"1999";"Befolkning 1. januar";10239
"K_5603 Hammerfest - Hámmerfeasta";"1999";"Levendefødte";141
"K_5603 Hammerfest - Hámmerfeasta";"1999";"Døde";90
"K_5603 Hammerfest - Hámmerfeasta";"2000";"Befolkning 1. januar";10319
"K_5603 Hammerfest - Hámmerfeasta";"2000";"Levendefødte";145
"K_5603 Hammerfest - Hámmerfeasta";"2000";"Døde";87
"K_5603 Hammerfest - Hámmerfeasta";"2001";"Befolkning 1. januar";10276
"K_5603 Hammerfest - Hámmerfeasta";"2001";"Levendefødte";101
"K_5603 Hammerfest - Hámmerfeasta";"2001";"Døde";85
"K_5603 Hammerfest - Hámmerfeasta";"2002";"Befolkning 1. januar";10111
"K_5603 Hammerfest - Hámmerfeasta";"2002";"Levendefødte";125
"K_5603 Hammerfest - Hámmerfeasta";"2002";"Døde";86
"K_5603 Hammerfest - Hámmerfeasta";"2003";"Befolkning 1. januar";10173
"K_5603 Hammerfest - Hámmerfeasta";"2003";"Levendefødte";131
"K_5603 Hammerfest - Hámmerfeasta";"2003";"Døde";94
"K_5603 Hammerfest - Hámmerfeasta";"2004";"Befolkning 1. januar";10250
"K_5603 Hammerfest - Hámmerfeasta";"2004";"Levendefødte";135
"K_5603 Hammerfest - Hámmerfeasta";"2004";"Døde";94
"K_5603 Hammerfest - Hámmerfeasta";"2005";"Befolkning 1. januar";10341
"K_5603 Hammerfest - Hámmerfeasta";"2005";"Levendefødte";130
"K_5603 Hammerfest - Hámmerfeasta";"2005";"Døde";93
"K_5603 Hammerfest - Hámmerfeasta";"2006";"Befolkning 1. januar";10431
"K_5603 Hammerfest - Hámmerfeasta";"2006";"Levendefødte";144
"K_5603 Hammerfest - Hámmerfeasta";"2006";"Døde";88
"K_5603 Hammerfest - Hámmerfeasta";"2007";"Befolkning 1. januar";10483
"K_5603 Hammerfest - Hámmerfeasta";"2007";"Levendefødte";140
"K_5603 Hammerfest - Hámmerfeasta";"2007";"Døde";103
"K_5603 Hammerfest - Hámmerfeasta";"2008";"Befolkning 1. januar";10508
"K_5603 Hammerfest - Hámmerfeasta";"2008";"Levendefødte";151
"K_5603 Hammerfest - Hámmerfeasta";"2008";"Døde";83
"K_5603 Hammerfest - Hámmerfeasta";"2009";"Befolkning 1. januar";10537
"K_5603 Hammerfest - Hámmerfeasta";"2009";"Levendefødte";175
"K_5603 Hammerfest - Hámmerfeasta";"2009";"Døde";87
"K_5603 Hammerfest - Hámmerfeasta";"2010";"Befolkning 1. januar";10750
"K_5603 Hammerfest - Hámmerfeasta";"2010";"Levendefødte";152
"K_5603 Hammerfest - Hámmerfeasta";"2010";"Døde";82
"K_5603 Hammerfest - Hámmerfeasta";"2011";"Befolkning 1. januar";10910
"K_5603 Hammerfest - Hámmerfeasta";"2011";"Levendefødte";130
"K_5603 Hammerfest - Hámmerfeasta";"2011";"Døde";99
"K_5603 Hammerfest - Hámmerfeasta";"2012";"Befolkning 1. januar";10944
"K_5603 Hammerfest - Hámmerfeasta";"2012";"Levendefødte";134
"K_5603 Hammerfest - Hámmerfeasta";"2012";"Døde";92
"K_5603 Hammerfest - Hámmerfeasta";"2013";"Befolkning 1. januar";11108
"K_5603 Hammerfest - Hámmerfeasta";"2013";"Levendefødte";153
"K_5603 Hammerfest - Hámmerfeasta";"2013";"Døde";101
"K_5603 Hammerfest - Hámmerfeasta";"2014";"Befolkning 1. januar";11338
"K_5603 Hammerfest - Hámmerfeasta";"2014";"Levendefødte";133
