"region";"år";"statistikkvariabel";"06913: Befolkning og endringer, etter region, år og statistikkvariabel"
"K_4020 Midt-Telemark";"1993";"Levendefødte";93
"K_4020 Midt-Telemark";"1993";"Døde";110
"K_4020 Midt-Telemark";"1994";"Befolkning 1. januar";9136
"K_4020 Midt-Telemark";"1994";"Levendefødte";101
"K_4020 Midt-Telemark";"1994";"Døde";96
"K_4020 Midt-Telemark";"1995";"Befolkning 1. januar";9182
"K_4020 Midt-Telemark";"1995";"Levendefødte";86
"K_4020 Midt-Telemark";"1995";"Døde";104
"K_4020 Midt-Telemark";"1996";"Befolkning 1. januar";9211
"K_4020 Midt-Telemark";"1996";"Levendefødte";99
"K_4020 Midt-Telemark";"1996";"Døde";105
"K_4020 Midt-Telemark";"1997";"Befolkning 1. januar";9201
"K_4020 Midt-Telemark";"1997";"Levendefødte";109
"K_4020 Midt-Telemark";"1997";"Døde";106
"K_4020 Midt-Telemark";"1998";"Befolkning 1. januar";9246
"K_4020 Midt-Telemark";"1998";"Levendefødte";98
"K_4020 Midt-Telemark";"1998";"Døde";105
"K_4020 Midt-Telemark";"1999";"Befolkning 1. januar";9367
"K_4020 Midt-Telemark";"1999";"Levendefødte";99
"K_4020 Midt-Telemark";"1999";"Døde";106
"K_4020 Midt-Telemark";"2000";"Befolkning 1. januar";9375
"K_4020 Midt-Telemark";"2000";"Levendefødte";97
"K_4020 Midt-Telemark";"2000";"Døde";120
"K_4020 Midt-Telemark";"2001";"Befolkning 1. januar";9467
"K_4020 Midt-Telemark";"2001";"Levendefødte";89
"K_4020 Midt-Telemark";"2001";"Døde";106
"K_4020 Midt-Telemark";"2002";"Befolkning 1. januar";9519
"K_4020 Midt-Telemark";"2002";"Levendefødte";102
"K_4020 Midt-Telemark";"2002";"Døde";99
"K_4020 Midt-Telemark";"2003";"Befolkning 1. januar";9583
"K_4020 Midt-Telemark";"2003";"Levendefødte";107
"K_4020 Midt-Telemark";"2003";"Døde";112
"K_4020 Midt-Telemark";"2004";"Befolkning 1. januar";9524
"K_4020 Midt-Telemark";"2004";"Levendefødte";95
"K_4020 Midt-Telemark";"2004";"Døde";100
"K_4020 Midt-Telemark";"2005";"Befolkning 1. januar";9572
"K_4020 Midt-Telemark";"2005";"Levendefødte";94
"K_4020 Midt-Telemark";"2005";"Døde";108
"K_4020 Midt-Telemark";"2006";"Befolkning 1. januar";9598
"K_4020 Midt-Telemark";"2006";"Levendefødte";109
"K_4020 Midt-Telemark";"2006";"Døde";98
"K_4020 Midt-Telemark";"2007";"Befolkning 1. januar";9610
"K_4020 Midt-Telemark";"2007";"Levendefødte";98
"K_4020 Midt-Telemark";"2007";"Døde";90
"K_4020 Midt-Telemark";"2008";"Befolkning 1. januar";9702
"K_4020 Midt-Telemark";"2008";"Levendefødte";105
"K_4020 Midt-Telemark";"2008";"Døde";69
"K_4020 Midt-Telemark";"2009";"Befolkning 1. januar";9792
"K_4020 Midt-Telemark";"2009";"Levendefødte";104
"K_4020 Midt-Telemark";"2009";"Døde";94
"K_4020 Midt-Telemark";"2010";"Befolkning 1. januar";9865
"K_4020 Midt-Telemark";"2010";"Levendefødte";122
"K_4020 Midt-Telemark";"2010";"Døde";88
"K_4020 Midt-Telemark";"2011";"Befolkning 1. januar";10017
"K_4020 Midt-Telemark";"2011";"Levendefødte";99
"K_4020 Midt-Telemark";"2011";"Døde";96
"K_4020 Midt-Telemark";"2012";"Befolkning 1. januar";10080
"K_4020 Midt-Telemark";"2012";"Levendefødte";119
"K_4020 Midt-Telemark";"2012";"Døde";98
"K_4020 Midt-Telemark";"2013";"Befolkning 1. januar";10160
"K_4020 Midt-Telemark";"2013";"Levendefødte";113
"K_4020 Midt-Telemark";"2013";"Døde";106
"K_4020 Midt-Telemark";"2014";"Befolkning 1. januar";10159
"K_4020 Midt-Telemark";"2014";"Levendefødte";111
"K_4020 Midt-Telemark";"2014";"Døde";78
"K_4020 Midt-Telemark";"2015";"Befolkning 1. januar";10323
"K_4020 Midt-Telemark";"2015";"Levendefødte";90
"K_4020 Midt-Telemark";"2015";"Døde";97
"K_4020 Midt-Telemark";"2016";"Befolkning 1. januar";10439
"K_4020 Midt-Telemark";"2016";"Levendefødte";115
"K_4020 Midt-Telemark";"2016";"Døde";110
"K_4020 Midt-Telemark";"2017";"Befolkning 1. januar";10565
"K_4020 Midt-Telemark";"2017";"Levendefødte";99
"K_4020 Midt-Telemark";"2017";"Døde";110
"K_4020 Midt-Telemark";"2018";"Befolkning 1. januar";10819
"K_4020 Midt-Telemark";"2018";"Levendefødte";96
"K_4020 Midt-Telemark";"2018";"Døde";97
"K_4020 Midt-Telemark";"2019";"Befolkning 1. januar";10923
"K_4020 Midt-Telemark";"2019";"Levendefødte";85
"K_4020 Midt-Telemark";"2019";"Døde";84
"K_4020 Midt-Telemark";"2020";"Befolkning 1. januar";10444
"K_4020 Midt-Telemark";"2020";"Levendefødte";90
"K_4020 Midt-Telemark";"2020";"Døde";72
"K_4020 Midt-Telemark";"2021";"Befolkning 1. januar";10461
"K_4020 Midt-Telemark";"2021";"Levendefødte";88
"K_4020 Midt-Telemark";"2021";"Døde";87
"K_4020 Midt-Telemark";"2022";"Befolkning 1. januar";10539
"K_4020 Midt-Telemark";"2022";"Levendefødte";90
"K_4020 Midt-Telemark";"2022";"Døde";107
"K_4020 Midt-Telemark";"2023";"Befolkning 1. januar";10735
"K_4020 Midt-Telemark";"2023";"Levendefødte";98
"K_4020 Midt-Telemark";"2023";"Døde";99
"K_4020 Midt-Telemark";"2024";"Befolkning 1. januar";10904
"K_4020 Midt-Telemark";"2024";"Levendefødte";..
"K_4020 Midt-Telemark";"2024";"Døde";..
"K_4022 Seljord";"1951";"Befolkning 1. januar";3045
"K_4022 Seljord";"1951";"Levendefødte";53
"K_4022 Seljord";"1951";"Døde";32
"K_4022 Seljord";"1952";"Befolkning 1. januar";3033
"K_4022 Seljord";"1952";"Levendefødte";57
"K_4022 Seljord";"1952";"Døde";28
"K_4022 Seljord";"1953";"Befolkning 1. januar";2992
"K_4022 Seljord";"1953";"Levendefødte";42
"K_4022 Seljord";"1953";"Døde";33
"K_4022 Seljord";"1954";"Befolkning 1. januar";2935
"K_4022 Seljord";"1954";"Levendefødte";57
"K_4022 Seljord";"1954";"Døde";28
"K_4022 Seljord";"1955";"Befolkning 1. januar";2924
"K_4022 Seljord";"1955";"Levendefødte";32
"K_4022 Seljord";"1955";"Døde";23
"K_4022 Seljord";"1956";"Befolkning 1. januar";2866
"K_4022 Seljord";"1956";"Levendefødte";31
"K_4022 Seljord";"1956";"Døde";21
"K_4022 Seljord";"1957";"Befolkning 1. januar";2842
"K_4022 Seljord";"1957";"Levendefødte";32
"K_4022 Seljord";"1957";"Døde";29
"K_4022 Seljord";"1958";"Befolkning 1. januar";2862
"K_4022 Seljord";"1958";"Levendefødte";52
"K_4022 Seljord";"1958";"Døde";27
"K_4022 Seljord";"1959";"Befolkning 1. januar";2890
"K_4022 Seljord";"1959";"Levendefødte";30
"K_4022 Seljord";"1959";"Døde";28
"K_4022 Seljord";"1960";"Befolkning 1. januar";2870
"K_4022 Seljord";"1960";"Levendefødte";41
"K_4022 Seljord";"1960";"Døde";36
"K_4022 Seljord";"1961";"Befolkning 1. januar";2813
"K_4022 Seljord";"1961";"Levendefødte";43
"K_4022 Seljord";"1961";"Døde";37
"K_4022 Seljord";"1962";"Befolkning 1. januar";2824
"K_4022 Seljord";"1962";"Levendefødte";42
"K_4022 Seljord";"1962";"Døde";29
"K_4022 Seljord";"1963";"Befolkning 1. januar";2810
"K_4022 Seljord";"1963";"Levendefødte";38
"K_4022 Seljord";"1963";"Døde";30
"K_4022 Seljord";"1964";"Befolkning 1. januar";2830
"K_4022 Seljord";"1964";"Levendefødte";34
"K_4022 Seljord";"1964";"Døde";28
"K_4022 Seljord";"1965";"Befolkning 1. januar";2794
"K_4022 Seljord";"1965";"Levendefødte";35
"K_4022 Seljord";"1965";"Døde";29
"K_4022 Seljord";"1966";"Befolkning 1. januar";2792
"K_4022 Seljord";"1966";"Levendefødte";36
"K_4022 Seljord";"1966";"Døde";32
"K_4022 Seljord";"1967";"Befolkning 1. januar";2822
"K_4022 Seljord";"1967";"Levendefødte";43
"K_4022 Seljord";"1967";"Døde";33
"K_4022 Seljord";"1968";"Befolkning 1. januar";2841
"K_4022 Seljord";"1968";"Levendefødte";37
"K_4022 Seljord";"1968";"Døde";33
"K_4022 Seljord";"1969";"Befolkning 1. januar";2887
"K_4022 Seljord";"1969";"Levendefødte";38
"K_4022 Seljord";"1969";"Døde";27
"K_4022 Seljord";"1970";"Befolkning 1. januar";2887
"K_4022 Seljord";"1970";"Levendefødte";41
"K_4022 Seljord";"1970";"Døde";28
"K_4022 Seljord";"1971";"Befolkning 1. januar";2912
"K_4022 Seljord";"1971";"Levendefødte";40
"K_4022 Seljord";"1971";"Døde";41
"K_4022 Seljord";"1972";"Befolkning 1. januar";2933
"K_4022 Seljord";"1972";"Levendefødte";44
"K_4022 Seljord";"1972";"Døde";39
"K_4022 Seljord";"1973";"Befolkning 1. januar";2955
"K_4022 Seljord";"1973";"Levendefødte";49
"K_4022 Seljord";"1973";"Døde";39
"K_4022 Seljord";"1974";"Befolkning 1. januar";2999
"K_4022 Seljord";"1974";"Levendefødte";49
"K_4022 Seljord";"1974";"Døde";46
"K_4022 Seljord";"1975";"Befolkning 1. januar";3036
"K_4022 Seljord";"1975";"Levendefødte";53
"K_4022 Seljord";"1975";"Døde";36
"K_4022 Seljord";"1976";"Befolkning 1. januar";3066
"K_4022 Seljord";"1976";"Levendefødte";30
"K_4022 Seljord";"1976";"Døde";41
"K_4022 Seljord";"1977";"Befolkning 1. januar";3067
"K_4022 Seljord";"1977";"Levendefødte";37
"K_4022 Seljord";"1977";"Døde";40
"K_4022 Seljord";"1978";"Befolkning 1. januar";3130
"K_4022 Seljord";"1978";"Levendefødte";37
"K_4022 Seljord";"1978";"Døde";42
"K_4022 Seljord";"1979";"Befolkning 1. januar";3152
"K_4022 Seljord";"1979";"Levendefødte";39
"K_4022 Seljord";"1979";"Døde";45
"K_4022 Seljord";"1980";"Befolkning 1. januar";3173
"K_4022 Seljord";"1980";"Levendefødte";33
"K_4022 Seljord";"1980";"Døde";30
"K_4022 Seljord";"1981";"Befolkning 1. januar";3180
"K_4022 Seljord";"1981";"Levendefødte";39
"K_4022 Seljord";"1981";"Døde";42
"K_4022 Seljord";"1982";"Befolkning 1. januar";3169
"K_4022 Seljord";"1982";"Levendefødte";29
"K_4022 Seljord";"1982";"Døde";40
"K_4022 Seljord";"1983";"Befolkning 1. januar";3192
"K_4022 Seljord";"1983";"Levendefødte";27
"K_4022 Seljord";"1983";"Døde";30
"K_4022 Seljord";"1984";"Befolkning 1. januar";3213
"K_4022 Seljord";"1984";"Levendefødte";42
"K_4022 Seljord";"1984";"Døde";48
"K_4022 Seljord";"1985";"Befolkning 1. januar";3217
"K_4022 Seljord";"1985";"Levendefødte";34
"K_4022 Seljord";"1985";"Døde";58
"K_4022 Seljord";"1986";"Befolkning 1. januar";3176
"K_4022 Seljord";"1986";"Levendefødte";35
"K_4022 Seljord";"1986";"Døde";45
"K_4022 Seljord";"1987";"Befolkning 1. januar";3173
"K_4022 Seljord";"1987";"Levendefødte";39
"K_4022 Seljord";"1987";"Døde";50
"K_4022 Seljord";"1988";"Befolkning 1. januar";3193
"K_4022 Seljord";"1988";"Levendefødte";28
"K_4022 Seljord";"1988";"Døde";46
"K_4022 Seljord";"1989";"Befolkning 1. januar";3153
"K_4022 Seljord";"1989";"Levendefødte";38
"K_4022 Seljord";"1989";"Døde";51
"K_4022 Seljord";"1990";"Befolkning 1. januar";3135
"K_4022 Seljord";"1990";"Levendefødte";26
"K_4022 Seljord";"1990";"Døde";56
"K_4022 Seljord";"1991";"Befolkning 1. januar";3105
"K_4022 Seljord";"1991";"Levendefødte";30
"K_4022 Seljord";"1991";"Døde";45
"K_4022 Seljord";"1992";"Befolkning 1. januar";3090
"K_4022 Seljord";"1992";"Levendefødte";36
"K_4022 Seljord";"1992";"Døde";41
"K_4022 Seljord";"1993";"Befolkning 1. januar";3100
"K_4022 Seljord";"1993";"Levendefødte";26
"K_4022 Seljord";"1993";"Døde";35
"K_4022 Seljord";"1994";"Befolkning 1. januar";3088
"K_4022 Seljord";"1994";"Levendefødte";24
"K_4022 Seljord";"1994";"Døde";41
"K_4022 Seljord";"1995";"Befolkning 1. januar";3093
"K_4022 Seljord";"1995";"Levendefødte";28
"K_4022 Seljord";"1995";"Døde";37
"K_4022 Seljord";"1996";"Befolkning 1. januar";3117
"K_4022 Seljord";"1996";"Levendefødte";28
"K_4022 Seljord";"1996";"Døde";54
"K_4022 Seljord";"1997";"Befolkning 1. januar";3086
"K_4022 Seljord";"1997";"Levendefødte";29
"K_4022 Seljord";"1997";"Døde";51
"K_4022 Seljord";"1998";"Befolkning 1. januar";3037
"K_4022 Seljord";"1998";"Levendefødte";31
"K_4022 Seljord";"1998";"Døde";48
"K_4022 Seljord";"1999";"Befolkning 1. januar";2975
"K_4022 Seljord";"1999";"Levendefødte";27
"K_4022 Seljord";"1999";"Døde";37
"K_4022 Seljord";"2000";"Befolkning 1. januar";2928
"K_4022 Seljord";"2000";"Levendefødte";30
"K_4022 Seljord";"2000";"Døde";39
"K_4022 Seljord";"2001";"Befolkning 1. januar";2935
"K_4022 Seljord";"2001";"Levendefødte";30
"K_4022 Seljord";"2001";"Døde";33
"K_4022 Seljord";"2002";"Befolkning 1. januar";2935
"K_4022 Seljord";"2002";"Levendefødte";23
"K_4022 Seljord";"2002";"Døde";46
"K_4022 Seljord";"2003";"Befolkning 1. januar";2921
"K_4022 Seljord";"2003";"Levendefødte";28
"K_4022 Seljord";"2003";"Døde";32
"K_4022 Seljord";"2004";"Befolkning 1. januar";2899
"K_4022 Seljord";"2004";"Levendefødte";36
"K_4022 Seljord";"2004";"Døde";34
"K_4022 Seljord";"2005";"Befolkning 1. januar";2919
"K_4022 Seljord";"2005";"Levendefødte";22
"K_4022 Seljord";"2005";"Døde";29
"K_4022 Seljord";"2006";"Befolkning 1. januar";2912
"K_4022 Seljord";"2006";"Levendefødte";31
"K_4022 Seljord";"2006";"Døde";30
"K_4022 Seljord";"2007";"Befolkning 1. januar";2933
"K_4022 Seljord";"2007";"Levendefødte";21
"K_4022 Seljord";"2007";"Døde";38
"K_4022 Seljord";"2008";"Befolkning 1. januar";2930
"K_4022 Seljord";"2008";"Levendefødte";25
"K_4022 Seljord";"2008";"Døde";33
"K_4022 Seljord";"2009";"Befolkning 1. januar";2925
"K_4022 Seljord";"2009";"Levendefødte";40
"K_4022 Seljord";"2009";"Døde";32
"K_4022 Seljord";"2010";"Befolkning 1. januar";2966
"K_4022 Seljord";"2010";"Levendefødte";32
"K_4022 Seljord";"2010";"Døde";30
"K_4022 Seljord";"2011";"Befolkning 1. januar";2955
"K_4022 Seljord";"2011";"Levendefødte";42
"K_4022 Seljord";"2011";"Døde";44
"K_4022 Seljord";"2012";"Befolkning 1. januar";2959
"K_4022 Seljord";"2012";"Levendefødte";29
"K_4022 Seljord";"2012";"Døde";34
"K_4022 Seljord";"2013";"Befolkning 1. januar";2945
"K_4022 Seljord";"2013";"Levendefødte";28
"K_4022 Seljord";"2013";"Døde";33
"K_4022 Seljord";"2014";"Befolkning 1. januar";2989
"K_4022 Seljord";"2014";"Levendefødte";29
"K_4022 Seljord";"2014";"Døde";44
"K_4022 Seljord";"2015";"Befolkning 1. januar";3002
"K_4022 Seljord";"2015";"Levendefødte";26
"K_4022 Seljord";"2015";"Døde";30
"K_4022 Seljord";"2016";"Befolkning 1. januar";2991
"K_4022 Seljord";"2016";"Levendefødte";31
"K_4022 Seljord";"2016";"Døde";45
"K_4022 Seljord";"2017";"Befolkning 1. januar";2979
"K_4022 Seljord";"2017";"Levendefødte";17
"K_4022 Seljord";"2017";"Døde";44
"K_4022 Seljord";"2018";"Befolkning 1. januar";2959
"K_4022 Seljord";"2018";"Levendefødte";25
"K_4022 Seljord";"2018";"Døde";36
"K_4022 Seljord";"2019";"Befolkning 1. januar";2934
"K_4022 Seljord";"2019";"Levendefødte";20
"K_4022 Seljord";"2019";"Døde";30
"K_4022 Seljord";"2020";"Befolkning 1. januar";2888
"K_4022 Seljord";"2020";"Levendefødte";16
"K_4022 Seljord";"2020";"Døde";29
"K_4022 Seljord";"2021";"Befolkning 1. januar";2900
"K_4022 Seljord";"2021";"Levendefødte";28
"K_4022 Seljord";"2021";"Døde";40
"K_4022 Seljord";"2022";"Befolkning 1. januar";2889
"K_4022 Seljord";"2022";"Levendefødte";28
"K_4022 Seljord";"2022";"Døde";34
"K_4022 Seljord";"2023";"Befolkning 1. januar";2939
"K_4022 Seljord";"2023";"Levendefødte";25
"K_4022 Seljord";"2023";"Døde";35
"K_4022 Seljord";"2024";"Befolkning 1. januar";2979
"K_4022 Seljord";"2024";"Levendefødte";..
"K_4022 Seljord";"2024";"Døde";..
"K_4024 Hjartdal";"1951";"Befolkning 1. januar";2035
"K_4024 Hjartdal";"1951";"Levendefødte";15
"K_4024 Hjartdal";"1951";"Døde";18
"K_4024 Hjartdal";"1952";"Befolkning 1. januar";2001
"K_4024 Hjartdal";"1952";"Levendefødte";30
"K_4024 Hjartdal";"1952";"Døde";30
"K_4024 Hjartdal";"1953";"Befolkning 1. januar";1953
"K_4024 Hjartdal";"1953";"Levendefødte";23
"K_4024 Hjartdal";"1953";"Døde";25
"K_4024 Hjartdal";"1954";"Befolkning 1. januar";1940
"K_4024 Hjartdal";"1954";"Levendefødte";28
"K_4024 Hjartdal";"1954";"Døde";22
"K_4024 Hjartdal";"1955";"Befolkning 1. januar";1969
"K_4024 Hjartdal";"1955";"Levendefødte";27
"K_4024 Hjartdal";"1955";"Døde";22
"K_4024 Hjartdal";"1956";"Befolkning 1. januar";2010
"K_4024 Hjartdal";"1956";"Levendefødte";32
"K_4024 Hjartdal";"1956";"Døde";23
"K_4024 Hjartdal";"1957";"Befolkning 1. januar";2018
"K_4024 Hjartdal";"1957";"Levendefødte";28
"K_4024 Hjartdal";"1957";"Døde";23
"K_4024 Hjartdal";"1958";"Befolkning 1. januar";2013
"K_4024 Hjartdal";"1958";"Levendefødte";32
"K_4024 Hjartdal";"1958";"Døde";19
"K_4024 Hjartdal";"1959";"Befolkning 1. januar";1996
"K_4024 Hjartdal";"1959";"Levendefødte";26
"K_4024 Hjartdal";"1959";"Døde";22
"K_4024 Hjartdal";"1960";"Befolkning 1. januar";1968
"K_4024 Hjartdal";"1960";"Levendefødte";24
"K_4024 Hjartdal";"1960";"Døde";20
"K_4024 Hjartdal";"1961";"Befolkning 1. januar";1892
"K_4024 Hjartdal";"1961";"Levendefødte";18
"K_4024 Hjartdal";"1961";"Døde";15
"K_4024 Hjartdal";"1962";"Befolkning 1. januar";1855
"K_4024 Hjartdal";"1962";"Levendefødte";25
"K_4024 Hjartdal";"1962";"Døde";23
"K_4024 Hjartdal";"1963";"Befolkning 1. januar";1821
"K_4024 Hjartdal";"1963";"Levendefødte";21
"K_4024 Hjartdal";"1963";"Døde";30
"K_4024 Hjartdal";"1964";"Befolkning 1. januar";1784
"K_4024 Hjartdal";"1964";"Levendefødte";22
"K_4024 Hjartdal";"1964";"Døde";19
"K_4024 Hjartdal";"1965";"Befolkning 1. januar";1785
"K_4024 Hjartdal";"1965";"Levendefødte";21
"K_4024 Hjartdal";"1965";"Døde";24
"K_4024 Hjartdal";"1966";"Befolkning 1. januar";1780
"K_4024 Hjartdal";"1966";"Levendefødte";24
"K_4024 Hjartdal";"1966";"Døde";27
"K_4024 Hjartdal";"1967";"Befolkning 1. januar";1754
"K_4024 Hjartdal";"1967";"Levendefødte";19
"K_4024 Hjartdal";"1967";"Døde";24
"K_4024 Hjartdal";"1968";"Befolkning 1. januar";1759
"K_4024 Hjartdal";"1968";"Levendefødte";21
"K_4024 Hjartdal";"1968";"Døde";25
"K_4024 Hjartdal";"1969";"Befolkning 1. januar";1736
"K_4024 Hjartdal";"1969";"Levendefødte";21
"K_4024 Hjartdal";"1969";"Døde";19
"K_4024 Hjartdal";"1970";"Befolkning 1. januar";1761
"K_4024 Hjartdal";"1970";"Levendefødte";15
"K_4024 Hjartdal";"1970";"Døde";38
"K_4024 Hjartdal";"1971";"Befolkning 1. januar";1680
"K_4024 Hjartdal";"1971";"Levendefødte";17
"K_4024 Hjartdal";"1971";"Døde";28
"K_4024 Hjartdal";"1972";"Befolkning 1. januar";1692
"K_4024 Hjartdal";"1972";"Levendefødte";16
"K_4024 Hjartdal";"1972";"Døde";31
"K_4024 Hjartdal";"1973";"Befolkning 1. januar";1708
"K_4024 Hjartdal";"1973";"Levendefødte";19
"K_4024 Hjartdal";"1973";"Døde";24
"K_4024 Hjartdal";"1974";"Befolkning 1. januar";1712
"K_4024 Hjartdal";"1974";"Levendefødte";12
"K_4024 Hjartdal";"1974";"Døde";28
"K_4024 Hjartdal";"1975";"Befolkning 1. januar";1717
"K_4024 Hjartdal";"1975";"Levendefødte";25
"K_4024 Hjartdal";"1975";"Døde";23
"K_4024 Hjartdal";"1976";"Befolkning 1. januar";1730
"K_4024 Hjartdal";"1976";"Levendefødte";11
"K_4024 Hjartdal";"1976";"Døde";28
"K_4024 Hjartdal";"1977";"Befolkning 1. januar";1736
"K_4024 Hjartdal";"1977";"Levendefødte";17
"K_4024 Hjartdal";"1977";"Døde";22
"K_4024 Hjartdal";"1978";"Befolkning 1. januar";1724
"K_4024 Hjartdal";"1978";"Levendefødte";16
"K_4024 Hjartdal";"1978";"Døde";26
"K_4024 Hjartdal";"1979";"Befolkning 1. januar";1708
"K_4024 Hjartdal";"1979";"Levendefødte";11
"K_4024 Hjartdal";"1979";"Døde";14
"K_4024 Hjartdal";"1980";"Befolkning 1. januar";1699
"K_4024 Hjartdal";"1980";"Levendefødte";10
"K_4024 Hjartdal";"1980";"Døde";17
"K_4024 Hjartdal";"1981";"Befolkning 1. januar";1706
"K_4024 Hjartdal";"1981";"Levendefødte";14
"K_4024 Hjartdal";"1981";"Døde";22
"K_4024 Hjartdal";"1982";"Befolkning 1. januar";1751
"K_4024 Hjartdal";"1982";"Levendefødte";10
"K_4024 Hjartdal";"1982";"Døde";19
"K_4024 Hjartdal";"1983";"Befolkning 1. januar";1732
"K_4024 Hjartdal";"1983";"Levendefødte";22
"K_4024 Hjartdal";"1983";"Døde";19
"K_4024 Hjartdal";"1984";"Befolkning 1. januar";1724
"K_4024 Hjartdal";"1984";"Levendefødte";20
"K_4024 Hjartdal";"1984";"Døde";19
"K_4024 Hjartdal";"1985";"Befolkning 1. januar";1711
"K_4024 Hjartdal";"1985";"Levendefødte";12
"K_4024 Hjartdal";"1985";"Døde";31
"K_4024 Hjartdal";"1986";"Befolkning 1. januar";1724
"K_4024 Hjartdal";"1986";"Levendefødte";17
"K_4024 Hjartdal";"1986";"Døde";38
"K_4024 Hjartdal";"1987";"Befolkning 1. januar";1723
"K_4024 Hjartdal";"1987";"Levendefødte";25
"K_4024 Hjartdal";"1987";"Døde";20
"K_4024 Hjartdal";"1988";"Befolkning 1. januar";1774
"K_4024 Hjartdal";"1988";"Levendefødte";24
"K_4024 Hjartdal";"1988";"Døde";27
"K_4024 Hjartdal";"1989";"Befolkning 1. januar";1756
"K_4024 Hjartdal";"1989";"Levendefødte";29
"K_4024 Hjartdal";"1989";"Døde";31
"K_4024 Hjartdal";"1990";"Befolkning 1. januar";1758
"K_4024 Hjartdal";"1990";"Levendefødte";13
"K_4024 Hjartdal";"1990";"Døde";27
"K_4024 Hjartdal";"1991";"Befolkning 1. januar";1732
"K_4024 Hjartdal";"1991";"Levendefødte";13
"K_4024 Hjartdal";"1991";"Døde";21
"K_4024 Hjartdal";"1992";"Befolkning 1. januar";1703
"K_4024 Hjartdal";"1992";"Levendefødte";14
"K_4024 Hjartdal";"1992";"Døde";26
"K_4024 Hjartdal";"1993";"Befolkning 1. januar";1694
"K_4024 Hjartdal";"1993";"Levendefødte";18
"K_4024 Hjartdal";"1993";"Døde";31
"K_4024 Hjartdal";"1994";"Befolkning 1. januar";1680
"K_4024 Hjartdal";"1994";"Levendefødte";21
"K_4024 Hjartdal";"1994";"Døde";24
"K_4024 Hjartdal";"1995";"Befolkning 1. januar";1680
"K_4024 Hjartdal";"1995";"Levendefødte";17
"K_4024 Hjartdal";"1995";"Døde";29
"K_4024 Hjartdal";"1996";"Befolkning 1. januar";1661
"K_4024 Hjartdal";"1996";"Levendefødte";27
"K_4024 Hjartdal";"1996";"Døde";26
"K_4024 Hjartdal";"1997";"Befolkning 1. januar";1650
"K_4024 Hjartdal";"1997";"Levendefødte";12
"K_4024 Hjartdal";"1997";"Døde";18
"K_4024 Hjartdal";"1998";"Befolkning 1. januar";1686
"K_4024 Hjartdal";"1998";"Levendefødte";20
"K_4024 Hjartdal";"1998";"Døde";22
"K_4024 Hjartdal";"1999";"Befolkning 1. januar";1691
"K_4024 Hjartdal";"1999";"Levendefødte";17
"K_4024 Hjartdal";"1999";"Døde";29
"K_4024 Hjartdal";"2000";"Befolkning 1. januar";1687
"K_4024 Hjartdal";"2000";"Levendefødte";21
"K_4024 Hjartdal";"2000";"Døde";25
"K_4024 Hjartdal";"2001";"Befolkning 1. januar";1677
"K_4024 Hjartdal";"2001";"Levendefødte";14
"K_4024 Hjartdal";"2001";"Døde";31
"K_4024 Hjartdal";"2002";"Befolkning 1. januar";1636
"K_4024 Hjartdal";"2002";"Levendefødte";18
"K_4024 Hjartdal";"2002";"Døde";27
"K_4024 Hjartdal";"2003";"Befolkning 1. januar";1616
"K_4024 Hjartdal";"2003";"Levendefødte";22
"K_4024 Hjartdal";"2003";"Døde";13
"K_4024 Hjartdal";"2004";"Befolkning 1. januar";1633
"K_4024 Hjartdal";"2004";"Levendefødte";18
"K_4024 Hjartdal";"2004";"Døde";9
"K_4024 Hjartdal";"2005";"Befolkning 1. januar";1633
"K_4024 Hjartdal";"2005";"Levendefødte";7
"K_4024 Hjartdal";"2005";"Døde";25
"K_4024 Hjartdal";"2006";"Befolkning 1. januar";1619
"K_4024 Hjartdal";"2006";"Levendefødte";19
"K_4024 Hjartdal";"2006";"Døde";23
"K_4024 Hjartdal";"2007";"Befolkning 1. januar";1619
"K_4024 Hjartdal";"2007";"Levendefødte";13
"K_4024 Hjartdal";"2007";"Døde";12
"K_4024 Hjartdal";"2008";"Befolkning 1. januar";1619
"K_4024 Hjartdal";"2008";"Levendefødte";14
"K_4024 Hjartdal";"2008";"Døde";18
"K_4024 Hjartdal";"2009";"Befolkning 1. januar";1613
"K_4024 Hjartdal";"2009";"Levendefødte";9
"K_4024 Hjartdal";"2009";"Døde";22
"K_4024 Hjartdal";"2010";"Befolkning 1. januar";1587
"K_4024 Hjartdal";"2010";"Levendefødte";16
"K_4024 Hjartdal";"2010";"Døde";20
"K_4024 Hjartdal";"2011";"Befolkning 1. januar";1597
"K_4024 Hjartdal";"2011";"Levendefødte";18
"K_4024 Hjartdal";"2011";"Døde";18
"K_4024 Hjartdal";"2012";"Befolkning 1. januar";1602
"K_4024 Hjartdal";"2012";"Levendefødte";11
"K_4024 Hjartdal";"2012";"Døde";25
"K_4024 Hjartdal";"2013";"Befolkning 1. januar";1609
"K_4024 Hjartdal";"2013";"Levendefødte";19
"K_4024 Hjartdal";"2013";"Døde";23
"K_4024 Hjartdal";"2014";"Befolkning 1. januar";1602
"K_4024 Hjartdal";"2014";"Levendefødte";19
"K_4024 Hjartdal";"2014";"Døde";26
"K_4024 Hjartdal";"2015";"Befolkning 1. januar";1594
"K_4024 Hjartdal";"2015";"Levendefødte";13
"K_4024 Hjartdal";"2015";"Døde";19
"K_4024 Hjartdal";"2016";"Befolkning 1. januar";1613
